epoch,followers,following,media
1548514202.3732638,1455,221,107
1548514802.4181645,1456,221,107
1548515401.7236645,1457,221,107
1548516001.7829373,1457,221,107
1548516601.8204775,1457,221,107
1548517202.4674702,1457,221,107
1548517802.5048628,1457,221,107
1548518402.5153673,1457,221,107
1548519002.1995761,1458,221,107
1548519602.2128696,1458,221,107
1548520202.250841,1458,221,107
1548520801.912419,1459,221,107
1548521401.9544356,1458,221,107
1548522002.054606,1458,221,107
1548522602.3261452,1457,221,107
1548523202.3595011,1457,221,107
1548523802.4165056,1457,221,107
1548524401.741096,1457,221,107
1548525001.7657979,1458,221,107
1548525601.7920449,1458,221,107
1548526202.14013,1458,221,107
1548526802.1770735,1458,221,107
1548527402.2148163,1458,221,107
1548528001.8598435,1458,221,107
1548528601.8825219,1458,221,107
1548529201.9212372,1459,221,107
1548529802.5621989,1459,221,107
1548530401.6177764,1458,221,107
1548531001.6334498,1458,221,107
1548531602.280587,1459,221,107
1548532202.3211417,1459,221,107
1548532802.4387732,1460,221,107
1548533402.021038,1460,221,107
1548534002.0549285,1460,221,107
1548534602.108845,1460,222,107
1548535201.746278,1459,222,107
1548535801.7737863,1459,222,107
1548536401.790787,1459,222,107
1548537002.4396439,1459,222,107
1548537602.4845831,1459,222,107
1548538202.5201578,1459,222,107
1548538801.8494823,1459,222,107
1548539401.8816388,1459,222,107
1548540001.90186,1459,222,107
1548540602.2300825,1460,222,107
1548541202.2864752,1461,222,107
1548541802.324953,1462,222,107
1548542401.640108,1462,222,107
1548543001.686575,1463,222,107
