epoch,followers,following,media
1548523202.3595011,18222,911,374
1548523802.4165056,18222,911,374
1548524401.741096,18222,913,374
1548525001.7657979,18222,913,374
1548525601.7920449,18222,913,374
1548526202.14013,18222,913,374
1548526802.1770735,18222,913,374
1548527402.2148163,18222,913,374
1548528001.8598435,18222,913,374
1548528601.8825219,18222,913,374
1548529201.9212372,18222,913,374
1548529802.5621989,18222,913,374
1548530401.6177764,18222,913,374
1548531001.6334498,18221,913,374
1548531602.280587,18221,913,374
1548532202.3211417,18221,913,374
1548532802.4387732,18222,913,374
1548533402.021038,18222,913,374
1548534002.0549285,18222,913,374
1548534602.108845,18222,913,374
1548535201.746278,18222,913,374
1548535801.7737863,18222,913,374
1548536401.790787,18222,913,374
1548537002.4396439,18223,913,374
1548537602.4845831,18223,913,374
1548538202.5201578,18223,913,374
1548538801.8494823,18223,913,374
1548539401.8816388,18223,913,374
1548540001.90186,18223,913,374
1548540602.2300825,18223,913,374
1548541202.2864752,18223,913,374
1548541802.324953,18223,913,374
1548542401.640108,18223,913,374
1548543001.686575,18223,913,374
1548543601.8123033,18223,913,374
1548544202.0768151,18223,913,374
1548544802.1498635,18224,913,374
1548545402.1522403,18224,913,374
1548546001.8144815,18225,913,374
1548546601.8199844,18225,913,374
1548547201.8527646,18225,913,374
1548547802.5115938,18225,913,374
1548548402.5501661,18224,913,374
1548549001.5882766,18224,913,374
1548549601.9055262,18224,913,374
1548550201.9333768,18224,913,374
1548550801.9583886,18224,913,374
1548551402.2823677,18224,913,374
1548552002.3085868,18224,913,374
1548552602.3463454,18224,913,374
1548553201.666102,18224,913,374
1548553801.6854002,18224,913,374
1548554401.8044112,18224,913,374
1548555002.0765085,18224,913,374
1548555602.111451,18224,913,374
1548556202.1461885,18227,913,374
1548556801.8041978,18227,913,374
1548557401.8239193,18227,913,374
1548558001.85096,18227,913,374
1548558602.1813846,18227,913,374
1548559202.2238395,18227,913,374
1548559802.2426467,18227,913,374
1548560401.917774,18227,913,374
1548561001.936983,18227,913,374
1548561601.9695628,18227,913,374
1548562202.3062065,18227,913,374
1548562802.3728743,18227,913,374
1548563402.3918824,18227,913,374
1548564002.064319,18227,913,374
1548564602.0938363,18227,913,374
1548565202.1778755,18227,913,374
1548565801.7437794,18227,913,374
1548566401.80949,18224,913,374
1548567002.2776077,18227,913,374
1548567601.9607246,18227,913,374
1548568201.6800005,18227,913,374
1548568801.720616,18227,913,374
1548569402.058282,18228,913,374
1548570002.0868523,18228,913,374
1548571201.7762837,18226,913,374
1548571801.8332868,18226,913,374
1548572401.846818,18226,913,374
1548573002.4970691,18226,913,374
1548573602.558501,18226,913,374
1548574202.5754442,18226,913,374
1548574802.2442062,18226,913,374
1548575402.2620668,18226,913,374
1548576002.3932722,18226,913,374
1548576601.9282079,18226,913,374
1548577201.9921615,18226,913,374
1548577802.017124,18226,913,374
1548578401.67665,18226,913,374
1548579001.7021449,18226,913,374
1548579601.7345872,18226,913,374
1548580202.384151,18226,913,374
1548580802.423383,18227,913,374
1548581402.4564853,18227,913,374
1548582002.1224506,18227,913,374
1548582602.1517186,18227,913,374
1548583202.190094,18227,913,374
1548583801.8172204,18227,913,374
1548584401.8615203,18227,913,374
1548585001.8996608,18227,913,374
1548585602.5668354,18225,913,374
1548586201.5894942,18225,913,374
