epoch,followers,following,media
1548298802.0870934,15860,241,231
1548299401.7826178,15860,241,231
1548300001.8165777,15860,241,231
1548300601.8579254,15860,241,231
1548301202.2029557,15860,241,231
1548301802.2400985,15860,241,231
1548302402.289817,15860,241,231
1548303001.924893,15860,241,231
1548303601.9764748,15860,241,231
1548304201.9992287,15860,241,231
1548304801.659162,15860,241,231
1548305401.6617913,15851,241,231
1548306001.7218227,15851,241,231
1548306602.3569465,15851,241,231
1548307202.3992085,15851,241,231
1548307802.265828,15851,241,231
1548308401.5983963,15851,241,231
1548309001.6716585,15851,241,231
1548309601.6540363,15851,241,231
1548310202.3479655,15851,241,231
1548310802.4122798,15851,241,231
1548311402.4376361,15851,241,231
1548312001.750331,15850,241,231
1548312601.786316,15850,241,231
1548313201.8348525,15850,241,231
1548313802.511596,15850,241,231
1548314402.566716,15850,241,231
1548315001.5818083,15850,241,231
1548315602.2301936,15848,241,231
1548316202.2651966,15848,241,231
1548316802.3179162,15848,241,231
1548317401.954595,15848,241,231
1548318001.9911675,15848,241,231
1548318602.0316777,15848,241,231
1548319201.693294,15853,241,231
1548319801.7206945,15853,241,231
1548320401.7419436,15853,241,231
1548321002.392902,15853,241,231
1548321602.4675891,15853,241,231
1548322202.46317,15853,241,231
1548322801.815157,15853,241,231
1548323401.859531,15853,241,231
1548324001.884133,15853,241,231
1548324602.534612,15853,241,231
1548325201.5782216,15853,241,231
1548325801.6016753,15856,241,231
1548326402.2679408,15855,241,231
1548327002.2822492,15855,241,231
1548327602.3302438,15855,241,231
1548328201.9696956,15855,241,231
1548328802.0261345,15855,241,231
1548329402.0508032,15858,241,231
1548330002.3825116,15858,241,231
1548330602.430637,15858,241,231
1548331202.4445753,15858,241,231
1548331802.0896401,15861,241,231
1548332402.1706738,15862,241,231
1548333002.1908553,15862,241,231
1548333601.8707101,15862,241,231
1548334201.8934782,15862,241,231
1548334801.9102318,15862,241,231
1548335402.2417383,15862,241,231
1548336002.2944405,15862,241,231
1548336602.3522868,15863,241,231
1548337201.6503725,15863,241,231
1548337801.6887603,15863,242,231
1548338401.7017498,15864,242,231
1548339002.3656354,15864,242,231
1548339602.4173028,15865,242,231
1548340202.491884,15865,242,231
1548340802.1181753,15866,242,231
1548341402.1435182,15866,242,231
1548342002.2033396,15867,242,231
1548342602.5349479,15867,242,231
1548343201.5846477,15868,242,231
1548343801.6087608,15867,242,231
1548344401.9393218,15867,242,231
1548345001.985724,15868,242,231
1548345602.028503,15867,242,231
1548346201.6811435,15867,242,231
1548346802.2148647,15867,242,231
1548347401.749384,15867,242,231
1548348002.4083223,15867,242,231
1548348602.4364238,15867,242,231
1548349202.5039852,15868,242,231
1548349802.1363947,15868,242,231
1548350402.166014,15867,242,231
1548351002.2136896,15867,242,231
1548351601.8721447,15867,242,231
1548352201.9114017,15867,242,231
1548352801.93166,15867,242,231
1548353402.570771,15867,242,231
1548354001.6243076,15867,242,231
1548354601.658671,15867,242,231
1548355202.0191882,15867,242,231
1548355802.033689,15867,242,231
1548356402.056937,15867,242,231
1548357001.683956,15867,242,231
1548357601.7359772,15867,242,231
1548358201.7609067,15867,242,231
1548358802.0928025,15867,242,231
1548359402.1381414,15867,242,231
1548360002.1960661,15873,242,231
1548360601.8301783,15873,242,231
1548361201.8697717,15874,242,231
1548361801.902783,15874,242,231
1548362402.5347517,15874,242,231
1548363002.5681932,15874,242,231
1548363601.5918648,15877,242,231
1548364201.9163437,15877,242,231
1548364801.9838603,15876,242,231
1548365402.034526,15876,242,231
1548366001.6462853,15876,242,231
1548366601.667974,15877,242,231
1548367201.71866,15878,242,231
1548367802.3618302,15878,243,231
1548368402.411959,15878,243,231
1548369002.4602625,15878,243,231
1548369602.0973554,15879,243,231
1548370202.1206756,15879,243,231
1548370802.2215288,15879,243,231
1548371402.527792,15879,243,231
1548372001.577802,15879,242,231
1548372601.6135757,15880,242,231
1548373202.2273471,15880,242,231
1548373802.26911,15880,242,231
1548374402.3109617,15880,242,231
