epoch,followers,following,media
1548298802.0870934,1223,11,17
1548299401.7826178,1223,11,17
1548300001.8165777,1223,11,17
1548300601.8579254,1223,11,17
1548301202.2029557,1223,11,17
1548301802.2400985,1223,11,17
1548302402.289817,1223,11,17
1548303001.924893,1223,11,17
1548303601.9764748,1223,11,17
1548304201.9992287,1223,11,17
1548304801.659162,1223,11,17
1548305401.6617913,1223,11,17
1548306001.7218227,1223,11,17
1548306602.3569465,1223,11,17
1548307202.3992085,1223,11,17
1548307802.265828,1223,11,17
1548308401.5983963,1223,11,17
1548309001.6716585,1223,11,17
1548309601.6540363,1223,11,17
1548310202.3479655,1223,11,17
1548310802.4122798,1223,11,17
1548311402.4376361,1223,11,17
1548312001.750331,1223,11,17
1548312601.786316,1223,11,17
1548313201.8348525,1223,11,17
1548313802.511596,1223,11,17
1548314402.566716,1223,11,17
1548315001.5818083,1223,11,17
1548315602.2301936,1223,11,17
1548316202.2651966,1223,11,17
1548316802.3179162,1223,11,17
1548317401.954595,1223,11,17
1548318001.9911675,1223,11,17
1548318602.0316777,1223,11,17
1548319201.693294,1223,11,17
1548319801.7206945,1223,11,17
1548320401.7419436,1222,11,17
1548321002.392902,1222,11,17
1548321602.4675891,1222,11,17
1548322202.46317,1222,11,17
1548322801.815157,1222,11,17
1548323401.859531,1222,11,17
1548324001.884133,1222,11,17
1548324602.534612,1222,11,17
1548325201.5782216,1222,11,17
1548325801.6016753,1222,11,17
1548326402.2679408,1222,11,17
1548327002.2822492,1222,11,17
1548327602.3302438,1222,11,17
1548328201.9696956,1222,11,17
1548328802.0261345,1222,11,17
1548329402.0508032,1222,11,17
1548330002.3825116,1222,11,17
1548330602.430637,1222,11,17
1548331202.4445753,1222,11,17
1548331802.0896401,1222,11,17
1548332402.1706738,1222,11,17
1548333002.1908553,1222,11,17
1548333601.8707101,1222,11,17
1548334201.8934782,1222,11,17
1548334801.9102318,1222,11,17
1548335402.2417383,1222,11,17
1548336002.2944405,1222,11,17
1548336602.3522868,1222,11,17
1548337201.6503725,1222,11,17
1548337801.6887603,1222,11,17
1548338401.7017498,1222,11,17
1548339002.3656354,1222,11,17
1548339602.4173028,1221,11,17
1548340202.491884,1221,11,17
1548340802.1181753,1221,11,17
1548341402.1435182,1221,11,17
1548342002.2033396,1221,11,17
1548342602.5349479,1221,11,17
1548343201.5846477,1221,11,17
1548343801.6087608,1221,11,17
