epoch,followers,following,media
1548523202.3595011,7211,671,368
1548523802.4165056,7211,671,368
1548524401.741096,7211,671,368
1548525001.7657979,7212,671,368
1548525601.7920449,7212,671,368
1548526202.14013,7213,671,368
1548526802.1770735,7213,671,368
1548527402.2148163,7213,671,368
1548528001.8598435,7213,671,368
1548528601.8825219,7213,671,368
1548529201.9212372,7213,671,368
1548529802.5621989,7213,671,368
1548530401.6177764,7214,671,368
1548531001.6334498,7215,671,368
1548531602.280587,7214,671,368
1548532202.3211417,7214,671,368
1548532802.4387732,7215,671,368
1548533402.021038,7214,671,368
1548534002.0549285,7214,671,368
1548534602.108845,7216,671,368
1548535201.746278,7216,671,368
1548535801.7737863,7216,671,368
1548536401.790787,7217,671,368
1548537002.4396439,7217,671,368
1548537602.4845831,7217,671,368
1548538202.5201578,7217,671,368
1548538801.8494823,7219,671,368
1548539401.8816388,7218,671,368
1548540001.90186,7218,671,368
1548540602.2300825,7218,671,368
1548541202.2864752,7218,671,368
1548541802.324953,7218,671,368
1548542401.640108,7220,671,368
1548543001.686575,7221,671,368
1548543601.8123033,7221,671,368
1548544202.0768151,7221,671,368
1548544802.1498635,7221,671,368
1548545402.1522403,7220,671,368
1548546001.8144815,7220,671,368
1548546601.8199844,7220,671,368
1548547201.8527646,7220,671,368
1548547802.5115938,7218,671,368
1548548402.5501661,7218,671,368
1548549001.5882766,7218,671,368
1548549601.9055262,7220,671,368
1548550201.9333768,7220,671,368
1548550801.9583886,7220,671,368
1548551402.2823677,7220,671,368
1548552002.3085868,7220,671,368
1548552602.3463454,7220,671,368
1548553201.666102,7220,671,368
1548553801.6854002,7220,671,368
1548554401.8044112,7220,671,368
1548555002.0765085,7220,671,368
1548555602.111451,7220,671,368
1548556202.1461885,7220,671,368
1548556801.8041978,7220,671,368
1548557401.8239193,7220,671,368
1548558001.85096,7220,671,368
1548558602.1813846,7220,671,368
1548559202.2238395,7220,671,368
1548559802.2426467,7220,671,368
1548560401.917774,7220,671,368
1548561001.936983,7220,671,368
1548561601.9695628,7220,671,368
1548562202.3062065,7220,671,368
1548562802.3728743,7220,671,368
1548563402.3918824,7220,671,368
1548564002.064319,7220,671,368
1548564602.0938363,7220,671,368
1548565202.1778755,7220,671,368
1548565801.7437794,7220,671,368
1548566401.80949,7220,671,368
1548567002.2776077,7220,671,368
1548567601.9607246,7220,671,368
1548568201.6800005,7220,671,368
1548568801.720616,7220,671,368
1548569402.058282,7220,671,368
1548570002.0868523,7220,671,368
1548571201.7762837,7220,671,368
1548571801.8332868,7220,671,368
1548572401.846818,7220,671,368
1548573002.4970691,7220,671,368
1548573602.558501,7220,671,368
1548574202.5754442,7221,671,368
1548574802.2442062,7221,671,368
1548575402.2620668,7221,671,368
